CPU,Core1,Core2,Core3,Core4,Core5,Core6
0.499,0.000,3.960,0.000,0.000,0.000,0.000
0.500,0.000,2.000,0.000,0.000,0.000,0.000
0.333,0.000,2.020,0.000,0.000,0.000,0.000
0.501,0.000,3.000,0.000,0.000,0.000,0.990
0.500,0.000,2.020,0.000,0.000,0.000,0.000
0.333,0.000,2.970,0.000,0.000,0.000,0.000
0.666,0.000,3.000,0.000,0.000,0.000,0.000
0.333,0.000,1.010,0.990,0.000,0.000,0.000
0.500,0.000,3.000,0.000,0.000,0.000,0.000
0.499,0.000,2.000,0.000,0.000,0.000,0.000
0.334,0.000,2.000,0.000,0.000,0.000,0.990
0.334,0.000,2.000,0.000,0.000,0.000,0.000
0.500,0.000,2.970,0.990,0.000,0.000,0.000
0.499,0.000,1.010,0.000,0.000,0.000,0.000
0.500,0.000,2.970,1.980,0.000,0.000,0.000
0.500,0.000,1.980,0.000,0.000,0.000,0.000
0.666,0.000,1.010,1.961,0.000,0.000,0.000
0.333,0.000,2.000,0.000,0.000,0.000,0.000
0.500,0.000,2.000,0.000,0.000,0.000,0.000
0.333,0.000,1.010,1.000,0.000,0.000,0.000
0.499,0.000,2.941,1.000,0.000,0.000,0.000
0.499,0.000,2.000,0.000,0.000,0.000,0.000
0.333,0.000,0.000,0.000,0.000,0.000,1.961
0.334,0.000,3.000,0.000,0.000,0.000,0.000
0.832,0.000,2.970,1.010,0.000,0.000,0.000
0.500,0.000,1.010,1.980,0.000,0.000,0.000
0.334,0.000,2.970,0.000,0.000,0.000,0.000
0.499,0.000,1.010,0.000,0.000,0.000,0.000
0.167,0.000,0.000,1.980,0.000,0.000,0.000
0.334,0.000,2.970,0.000,0.000,0.000,0.000
0.500,0.000,2.020,1.000,0.000,0.000,0.000
0.500,0.000,2.000,0.000,0.000,0.000,0.000
0.499,0.000,2.970,0.000,0.000,0.000,0.000
0.334,0.000,0.000,0.990,0.000,0.000,0.000
0.334,0.000,2.970,1.000,0.000,0.000,0.000
0.333,0.000,1.010,0.000,0.000,0.990,0.000
0.667,0.000,2.000,1.980,0.980,0.000,0.000
0.333,0.000,2.000,0.000,0.000,0.000,0.000
0.664,0.000,1.980,1.000,0.000,0.000,1.000
0.333,0.000,2.000,0.000,0.000,0.000,0.980
0.500,0.990,1.010,1.000,0.000,0.000,0.000
0.333,0.000,2.000,0.000,0.000,0.000,0.000
0.333,1.000,1.980,0.000,0.000,0.000,0.000
0.499,0.000,1.010,0.000,0.000,0.000,0.000
0.334,0.000,3.960,0.000,0.000,0.000,0.000
0.664,0.000,2.000,0.990,0.000,0.000,0.990
0.333,0.000,2.000,0.000,0.000,0.000,0.000
0.500,0.000,2.020,0.000,0.000,0.000,0.000
0.334,0.000,2.000,0.000,0.000,0.000,0.000
0.666,0.000,2.970,0.000,0.000,0.000,0.990
0.333,0.000,1.010,1.000,0.000,0.000,0.000
0.334,0.000,1.980,0.000,0.000,0.000,0.990
0.499,0.000,2.000,1.000,0.000,0.000,0.000
0.333,0.000,1.010,0.000,0.000,0.000,0.000
0.666,0.000,2.000,1.980,0.000,0.000,0.000
0.500,0.000,1.000,0.000,0.000,0.000,0.990
0.500,0.000,2.000,1.980,0.000,0.000,0.000
0.666,0.000,2.000,0.000,0.000,0.000,0.000
0.668,0.000,3.000,0.000,2.941,0.000,0.000
0.500,0.000,1.010,0.000,0.000,0.000,0.990
0.666,0.000,2.970,0.990,0.990,0.990,0.000
0.668,0.000,2.020,0.000,0.000,0.000,0.000
0.666,0.000,2.970,0.000,1.000,0.000,0.990
0.333,0.000,1.010,0.000,0.000,0.000,0.000
0.334,0.000,2.000,0.000,0.000,0.000,0.000
0.334,0.000,1.980,0.000,0.000,0.000,0.000
0.664,0.000,2.020,0.000,1.000,0.000,0.000
0.667,0.000,3.000,0.000,0.990,0.000,0.990
0.667,0.000,2.970,0.000,0.000,0.000,0.000
0.667,0.000,2.020,0.000,1.000,0.000,0.000
0.333,0.000,1.980,1.000,0.990,0.000,0.000
0.333,0.000,2.000,0.000,0.000,0.000,0.000
0.500,0.000,2.000,0.000,1.000,0.000,0.990
0.333,0.000,1.000,0.000,0.990,0.000,0.000
0.500,0.000,1.010,0.000,0.000,0.000,0.000
0.333,0.000,2.970,0.000,0.000,0.000,0.000
0.333,0.000,2.000,0.000,0.990,0.000,0.000
0.667,0.000,2.000,0.000,0.000,0.000,0.000
0.500,0.000,2.000,0.000,1.000,0.000,0.000
0.334,0.000,1.010,0.000,0.000,0.000,0.000
0.333,0.000,2.000,0.000,0.000,0.000,0.000
0.333,0.000,0.990,1.000,1.961,0.000,0.000
0.499,0.000,1.010,0.000,0.000,0.000,0.000
0.333,0.000,1.980,0.000,0.990,0.000,0.000
0.334,0.000,1.010,0.000,1.000,0.990,0.000
0.500,0.000,2.000,0.000,0.000,0.000,0.000
0.500,0.000,2.970,0.000,0.000,0.000,0.000
0.333,0.000,2.970,0.000,0.000,0.000,0.000
0.333,0.000,2.000,0.000,0.000,0.000,0.000
0.333,0.000,1.010,0.000,1.000,0.000,0.990
0.500,0.000,2.970,0.000,0.000,0.000,0.000
0.334,0.000,1.010,0.000,1.000,0.000,0.000
0.500,0.000,2.970,0.000,0.000,0.000,0.000
0.666,0.000,1.010,0.000,1.961,0.000,0.000
0.499,0.000,2.970,0.000,1.000,0.000,0.000
0.167,0.000,1.010,0.000,0.000,0.000,0.000
0.667,0.000,2.000,0.000,1.000,0.000,0.000
0.333,0.000,1.980,0.000,1.000,0.000,0.000
0.499,0.000,1.010,0.990,0.000,0.000,0.000
0.501,0.000,2.970,0.000,1.000,0.000,0.000
0.499,0.000,1.000,0.000,0.000,0.000,0.000
0.333,0.000,2.000,0.000,0.000,0.000,0.000
0.667,0.000,3.000,0.000,0.000,0.000,0.000
0.666,0.000,2.000,1.000,1.000,0.000,0.990
0.500,0.000,2.970,0.000,1.000,0.000,0.000
0.833,0.000,3.000,0.000,1.000,0.000,1.000
0.333,0.000,1.010,0.000,0.000,0.000,0.000
0.500,0.990,1.010,0.000,1.000,0.000,0.000
0.334,0.000,2.000,0.000,0.000,0.000,0.000
0.334,0.000,2.000,0.000,0.990,0.000,0.000
0.333,0.000,2.000,0.000,0.000,0.000,0.000
0.499,0.000,1.000,0.990,0.000,0.000,0.000
0.333,0.000,2.000,0.000,0.000,0.000,0.000
0.499,0.000,2.941,0.000,1.980,0.000,0.000
0.500,0.000,1.010,0.000,0.000,0.000,0.000
0.666,0.000,2.000,0.990,1.000,0.000,0.000
0.333,0.000,1.980,0.000,0.000,0.000,0.000
0.833,1.000,1.010,0.000,2.000,0.000,0.000
0.500,0.000,2.970,0.000,0.000,0.000,0.990
0.500,0.000,1.010,0.000,0.000,0.000,0.000
0.499,0.000,2.970,0.000,1.000,0.990,0.000
0.500,0.000,2.000,0.000,0.000,0.000,0.000
0.333,0.000,2.000,0.000,0.990,0.000,0.000
0.500,0.000,2.970,0.000,0.000,0.000,0.000
0.333,0.000,2.000,0.000,0.000,0.000,0.000
0.334,0.000,2.000,0.000,0.000,0.000,0.990
0.500,0.000,2.000,0.000,1.000,0.000,0.000
0.334,0.000,1.010,0.000,0.000,0.000,0.000
0.333,0.000,1.980,0.000,0.990,0.000,0.000
0.666,0.000,2.000,0.000,1.000,0.000,0.000
0.333,0.000,2.000,0.000,0.000,0.000,0.000
0.667,0.000,3.000,0.000,1.000,0.000,0.000
0.499,0.000,1.000,0.000,1.000,0.000,0.000
0.666,0.000,2.000,1.000,0.990,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.501,0.000,0.000,3.000,1.000,0.000,0.000
0.499,0.000,0.990,2.000,0.000,0.000,0.000
0.501,0.000,0.000,2.000,0.990,0.000,0.000
0.500,0.000,0.000,1.980,0.000,0.990,0.000
0.667,0.000,0.000,3.030,1.000,0.000,0.000
0.333,0.000,0.000,2.000,0.000,0.000,0.000
0.500,0.000,0.000,1.980,1.980,0.000,0.000
0.499,0.000,0.000,2.000,0.000,0.000,0.000
0.334,0.000,0.000,1.010,1.000,0.000,0.000
0.500,0.000,0.000,3.000,0.000,0.000,0.990
0.334,0.000,0.000,1.010,0.000,0.000,0.000
0.500,0.000,0.000,1.980,1.000,0.000,0.000
0.334,0.000,0.000,2.020,0.000,0.000,0.000
0.664,0.000,1.000,2.970,0.000,0.000,0.000
0.334,0.000,1.000,2.000,0.000,0.000,0.000
0.666,0.000,0.000,1.010,0.000,0.990,0.000
0.167,0.000,0.000,1.980,0.000,0.000,0.000
0.333,0.000,0.990,2.000,0.000,0.000,0.000
0.500,0.000,0.000,2.000,0.000,0.000,0.000
0.500,0.990,0.000,1.010,0.000,0.000,0.000
0.499,1.000,0.990,2.000,0.000,0.000,0.990
0.333,0.000,0.000,1.000,0.000,0.000,0.990
0.334,0.000,0.000,2.970,0.000,0.000,0.000
0.333,0.000,0.000,1.010,0.000,0.000,0.000
0.666,0.990,0.000,2.000,0.000,0.000,0.000
0.333,0.000,0.000,1.980,0.000,0.000,0.000
0.334,0.000,0.000,2.000,0.000,0.000,0.990
0.666,1.000,0.000,2.000,0.000,0.990,0.000
0.333,0.990,0.000,2.000,0.000,0.000,0.000
0.334,0.000,0.000,1.010,0.000,0.000,0.000
0.499,0.000,0.000,2.970,0.000,0.000,0.000
0.334,1.000,0.000,1.000,0.000,0.000,0.000
0.500,0.000,0.990,2.000,0.000,0.000,0.000
0.499,1.000,0.000,2.000,0.000,0.000,0.990
0.500,0.000,0.000,2.020,0.000,0.000,0.000
0.500,0.990,0.000,2.970,0.000,0.000,0.000
0.998,0.000,0.000,4.000,0.000,0.000,0.000
0.334,1.000,0.000,1.000,0.000,0.000,0.000
0.333,0.000,0.000,2.000,0.000,0.000,0.000
0.500,0.990,0.000,1.010,0.000,0.000,0.000
0.666,0.000,0.000,3.960,0.000,0.000,0.000
0.334,0.000,0.000,2.000,0.000,0.000,0.990
0.666,0.000,1.000,1.000,0.000,0.990,0.000
0.334,0.000,1.000,2.000,0.000,0.000,0.990
0.333,0.000,0.000,1.010,0.000,0.000,0.000
0.334,0.000,1.000,2.000,0.000,0.000,0.000
0.500,0.990,0.990,1.010,0.000,0.000,0.000
0.500,0.000,0.000,2.970,0.000,0.000,0.000
0.664,0.000,0.000,2.000,0.990,0.000,0.000
0.334,0.000,1.000,1.010,0.000,0.000,0.000
0.667,0.000,0.000,2.970,0.000,0.000,0.000
0.000,0.000,0.990,0.000,0.000,0.000,0.000
0.333,0.000,0.000,2.000,0.000,0.000,0.000
0.334,0.000,0.990,1.980,0.000,0.000,0.000
0.499,0.000,0.000,1.010,0.000,0.990,0.000
0.500,0.000,0.000,2.000,0.000,0.000,0.990
0.334,0.000,1.000,1.010,0.000,0.000,0.000
0.666,0.000,1.980,1.980,0.000,0.000,0.000
0.333,0.000,0.000,2.000,0.000,0.000,0.000
0.499,0.000,1.000,2.970,0.000,0.000,0.000
0.333,0.000,0.000,1.000,0.000,0.000,0.000
0.831,0.000,1.000,2.000,0.000,0.000,0.990
0.334,0.000,0.990,2.000,0.000,0.000,0.990
0.499,0.000,0.000,1.980,0.990,0.000,0.000
0.499,0.000,0.990,1.010,0.000,0.000,0.000
0.500,0.000,1.000,2.000,0.000,0.000,0.000
0.500,0.000,1.000,2.970,0.000,0.000,0.000
0.333,0.000,1.000,1.000,0.000,0.000,0.000
0.500,0.000,0.000,1.010,0.990,0.000,0.000
0.501,0.000,1.000,2.970,0.000,0.000,0.000
0.333,0.000,1.000,0.000,1.010,0.000,0.000
0.666,0.000,1.000,0.000,2.020,0.000,0.000
0.667,0.990,1.000,0.000,2.970,0.000,0.000
0.498,0.000,0.000,0.000,1.010,0.000,0.000
0.334,0.000,1.000,0.000,1.980,0.000,0.000
0.831,0.000,1.980,0.000,3.000,0.000,0.000
0.500,0.000,0.000,0.000,2.000,0.000,0.000
0.831,0.000,1.980,0.000,2.000,0.000,0.000
0.500,0.000,0.000,0.000,2.000,1.000,0.000
0.334,0.000,1.000,0.000,2.970,0.000,0.000
0.498,0.000,0.000,0.000,1.980,0.000,0.000
0.334,0.990,0.000,0.990,1.010,0.000,0.000
0.333,0.000,0.000,0.000,2.000,0.000,0.000
0.333,0.000,0.990,0.000,2.970,0.000,0.000
0.500,0.000,1.000,0.000,1.980,0.000,0.000
0.499,0.000,0.000,0.000,1.010,0.000,0.000
0.500,0.000,0.000,0.000,2.970,0.000,0.000
0.333,0.000,1.000,0.000,2.000,0.000,0.990
0.499,0.000,0.000,0.000,1.000,0.000,0.000
0.334,0.000,0.000,0.000,2.000,0.000,0.000
0.333,0.000,0.990,0.000,2.970,0.000,0.000
0.666,0.000,1.000,0.000,1.010,0.000,0.000
0.333,0.000,0.000,0.000,1.980,0.000,0.000
0.334,0.000,0.000,0.000,2.000,0.990,0.990
0.664,0.000,1.000,0.000,2.000,0.000,1.000
0.333,0.000,0.000,0.000,1.980,0.000,0.000
0.333,0.000,1.000,0.000,1.010,0.000,0.000
0.500,0.000,0.000,0.000,2.970,0.000,0.000
0.666,0.000,1.000,0.000,2.020,0.000,0.000
0.667,0.000,1.000,0.000,2.000,0.000,0.000
0.335,0.000,1.000,0.000,3.030,0.000,0.000
0.500,0.000,0.000,0.000,1.980,0.000,0.000
0.668,1.000,1.000,0.000,1.010,0.000,0.000
0.831,0.990,0.000,0.000,2.000,0.000,0.000
0.334,0.000,1.000,0.000,2.970,0.000,0.000
0.167,0.000,1.000,0.000,0.000,0.000,0.000
0.666,0.000,0.000,0.990,2.020,0.000,0.000
0.333,0.000,0.000,0.000,1.980,0.000,0.000
0.334,0.000,0.000,0.990,2.000,0.000,0.000
0.333,0.000,0.000,1.000,1.980,0.000,0.000
0.664,0.000,0.000,0.000,1.010,0.000,0.000
0.500,0.000,0.000,0.000,2.000,0.000,0.000
0.667,0.000,0.000,1.980,2.970,0.990,0.000
0.334,0.000,0.990,0.000,2.020,0.000,0.000
0.664,0.000,0.000,1.000,1.980,0.000,0.980
0.666,0.000,0.000,1.000,3.000,0.000,0.000
0.334,0.000,0.000,0.990,1.010,0.000,0.000
0.664,0.990,0.000,0.000,1.980,0.000,0.000
0.334,0.000,0.000,1.000,2.970,0.000,0.000
0.664,0.000,0.000,0.990,1.010,0.000,0.000
0.500,0.000,0.000,1.000,2.000,0.000,0.000
0.667,0.000,0.000,1.000,2.000,0.000,0.000
0.334,0.000,0.000,1.000,2.000,0.000,0.000
0.499,0.000,0.000,0.990,1.980,0.000,0.990
0.334,0.000,0.000,1.000,2.000,0.000,0.000
0.499,0.000,0.000,0.000,1.010,0.000,0.000
0.334,0.000,0.000,1.000,1.980,0.000,0.990
0.499,0.000,0.000,0.000,2.000,0.000,0.000
0.334,0.000,0.000,0.990,1.010,0.000,0.000
0.333,0.990,0.000,0.000,1.000,0.000,0.000
0.499,0.000,0.980,1.980,1.010,0.000,0.000
0.167,0.000,0.000,0.000,2.000,0.000,0.000
0.334,0.000,0.000,0.000,1.010,0.000,0.000
0.500,1.000,0.000,0.000,2.970,0.000,0.000
0.500,0.000,0.000,0.000,4.000,0.000,0.000
0.499,0.000,0.000,0.000,1.000,0.000,0.000
0.832,0.000,0.000,0.000,4.000,0.000,0.000
0.334,0.000,0.000,0.000,3.000,0.000,0.000
0.831,0.990,0.000,0.000,2.970,0.000,0.000
0.334,0.000,0.000,0.000,3.000,0.000,0.000
0.667,0.000,0.000,0.000,2.020,0.000,0.000
0.666,0.000,0.000,0.000,3.000,1.000,0.000
0.500,0.000,0.000,0.000,2.000,0.000,0.000
0.333,0.000,0.000,0.000,1.980,0.990,0.000
0.334,0.000,0.000,0.990,2.000,1.000,0.000
0.333,0.000,0.000,0.000,1.000,0.000,0.000
0.499,0.000,0.000,0.000,1.010,0.990,0.000
0.167,0.000,0.000,0.000,2.970,0.000,0.000
0.500,0.000,0.000,0.000,1.010,0.000,0.000
0.334,0.000,0.000,0.000,1.980,0.990,0.000
0.499,0.990,0.000,0.000,2.000,0.000,0.000
0.666,0.000,0.000,0.000,2.000,0.000,0.000
0.666,0.990,0.000,0.000,2.000,0.000,1.961
0.498,0.000,0.000,0.990,1.000,0.000,0.990
0.334,0.000,0.000,0.000,2.000,0.000,0.000
0.333,0.000,0.990,0.000,1.010,0.000,0.000
0.334,0.000,0.000,0.000,2.000,0.000,1.000
0.499,0.990,0.000,0.000,1.980,0.000,0.000
0.167,0.000,0.000,0.000,1.000,0.000,0.000
0.333,0.000,0.000,0.000,1.000,0.000,0.000
0.666,0.000,0.000,1.980,1.010,0.000,1.980
0.334,0.000,0.000,0.000,1.980,0.000,0.990
0.668,0.990,1.010,0.000,2.000,0.000,0.000
0.499,0.000,0.000,0.000,1.010,0.000,0.000
0.334,0.000,0.000,0.000,2.000,0.000,0.000
0.334,0.000,1.000,0.000,1.980,0.000,0.000
0.667,0.000,1.980,0.000,3.000,0.000,0.000
0.333,0.000,0.000,0.000,1.980,0.000,0.000
0.500,0.000,0.000,0.000,1.010,0.000,0.000
0.501,0.000,1.000,0.000,2.020,0.000,0.000
0.500,0.000,1.000,0.000,2.000,0.000,0.000
0.333,0.000,0.990,0.000,1.980,0.000,0.000
0.664,0.000,0.000,0.000,2.000,0.000,0.000
0.167,0.000,0.000,0.000,1.010,0.000,0.000
0.334,0.990,0.000,0.000,2.941,0.000,0.000
0.333,0.000,0.000,0.000,1.010,0.000,0.000
0.334,0.000,0.000,0.000,1.010,0.000,0.000
0.334,0.000,1.000,0.000,1.000,0.000,0.000
0.333,0.000,0.000,0.000,2.000,0.000,0.000
0.167,0.000,0.990,0.000,2.000,0.990,0.000
0.499,0.000,0.000,0.000,1.000,0.000,0.000
0.500,0.000,1.000,0.000,2.970,0.000,0.000
0.831,0.990,0.990,0.990,2.000,1.000,0.000
0.334,0.000,1.000,0.000,2.000,0.000,0.000
0.664,0.000,0.000,0.000,1.980,0.000,0.000
0.333,0.000,0.000,0.000,2.020,0.000,0.000
0.167,0.000,0.000,0.000,1.000,0.000,0.000
0.831,0.990,0.000,0.990,2.000,0.000,0.000
0.334,0.000,0.000,0.000,2.000,0.000,0.000
0.334,0.000,0.000,1.000,1.980,0.000,0.000
0.499,0.000,0.000,0.990,1.010,0.000,0.000
0.498,0.990,1.000,0.000,1.980,0.000,0.000
0.500,0.000,0.990,0.000,1.010,0.000,0.000
0.334,0.000,0.000,0.000,2.000,0.000,0.990
0.333,0.990,0.000,0.000,2.000,0.000,0.000
0.499,0.000,0.000,1.000,2.000,0.000,0.000
0.333,0.000,0.000,0.990,1.980,0.000,0.000
0.499,0.990,0.000,0.000,2.000,0.000,0.000
0.334,0.000,0.000,0.000,1.010,0.000,0.000
0.499,1.961,0.000,0.000,1.980,0.000,0.000
0.334,0.000,0.000,0.000,2.000,0.000,0.000
0.499,0.000,0.000,0.000,2.970,0.000,0.000
0.500,0.000,0.000,0.000,2.000,0.000,0.000
0.500,1.000,0.000,0.000,2.000,0.000,0.000
0.334,1.000,0.000,0.000,2.000,0.000,0.000
0.333,0.990,0.000,0.000,1.010,0.000,0.000
0.668,0.000,0.000,0.000,3.030,0.000,0.000
0.667,1.000,0.000,0.000,3.922,0.000,0.000
0.333,0.000,0.000,0.000,1.010,0.000,0.000
0.667,1.000,0.000,0.000,2.020,0.000,0.000
0.333,1.000,0.000,0.000,1.980,0.000,0.000
0.500,1.000,1.000,0.000,2.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.666,0.000,0.000,0.000,2.000,0.990,0.000
0.167,0.990,0.000,0.000,1.010,0.000,0.000
0.500,0.000,0.990,0.000,1.980,0.000,0.000
0.499,0.990,0.000,0.000,1.010,0.000,0.000
0.334,0.000,0.000,0.000,1.980,0.990,0.000
0.500,0.000,0.000,0.000,3.000,0.000,0.000
0.499,0.000,0.000,0.000,2.000,0.000,0.000
0.167,0.990,0.000,0.000,1.000,0.000,0.000
0.666,0.000,0.000,0.000,2.000,0.000,0.000
0.669,1.000,0.000,0.000,1.010,0.000,0.000
0.666,0.000,0.990,0.000,3.922,1.000,0.000
0.500,0.000,0.000,0.000,1.020,0.000,0.000
0.500,0.000,0.000,0.000,2.970,0.000,0.000
0.334,0.000,0.000,0.000,1.000,0.000,0.000
0.333,0.000,1.000,0.000,2.000,0.000,1.000
0.666,0.000,0.990,0.000,2.970,0.000,0.000
0.334,0.000,0.000,0.000,2.000,0.000,1.000
0.333,0.990,0.000,0.000,2.000,0.000,0.000
0.833,0.000,0.000,0.000,2.970,0.000,1.000
0.167,0.000,0.000,0.000,1.010,0.000,0.990
0.664,0.000,0.000,0.000,2.000,0.000,0.000
0.167,0.000,0.000,0.000,2.000,0.000,1.000
0.499,1.000,0.000,0.000,1.980,0.000,0.000
0.333,0.000,0.000,0.000,2.000,0.000,0.000
0.333,1.000,0.000,0.000,1.010,0.000,0.000
0.500,0.000,0.000,0.000,2.000,0.000,0.000
0.334,1.000,0.000,0.000,2.000,0.000,0.000
0.664,0.000,0.000,0.000,1.980,0.000,0.000
0.167,0.000,0.000,0.000,2.000,0.000,0.000
0.501,0.990,0.000,0.000,2.000,0.000,0.000
0.499,0.000,0.000,0.990,2.000,0.000,0.000
0.333,0.000,0.000,0.000,1.000,0.000,0.000
0.333,1.000,0.000,0.000,1.010,0.000,0.000
0.500,0.990,0.000,0.000,2.970,0.000,0.000
0.666,1.000,0.000,0.000,1.010,0.000,0.000
0.334,1.000,0.000,0.000,1.980,0.000,0.000
0.667,1.000,0.990,0.000,2.970,0.000,0.000
0.333,0.000,0.000,0.000,1.010,0.000,0.000
0.334,0.000,0.000,0.000,2.970,0.000,0.000
0.667,1.980,0.000,0.000,1.010,0.000,0.990
0.666,0.000,1.000,0.000,2.000,0.000,0.000
0.334,0.990,0.000,0.000,2.000,0.000,0.000
0.167,1.000,0.000,0.000,1.980,0.000,0.000
0.333,0.000,0.000,0.000,1.010,0.000,0.000
0.334,0.000,0.000,0.000,2.000,0.000,0.000
0.499,0.000,0.000,0.000,1.980,0.000,0.000
0.334,1.000,0.000,0.990,1.010,0.000,0.000
0.664,1.000,0.000,0.000,1.980,0.000,0.000
0.664,0.990,0.000,0.000,2.000,0.000,0.000
0.334,0.000,0.990,0.990,2.000,0.000,1.961
0.501,1.000,0.000,0.000,2.000,0.000,0.000
0.664,0.990,0.000,0.000,1.000,0.000,0.000
0.499,0.000,0.000,0.000,2.000,0.000,0.000
0.167,0.000,0.000,0.000,1.000,0.000,0.000
0.333,1.000,0.000,0.000,0.990,0.000,0.000
0.333,0.000,0.990,0.000,2.000,0.000,0.990
0.664,1.000,0.000,0.000,2.970,0.000,0.000
0.334,0.000,0.000,0.000,1.010,0.000,0.000
0.499,0.990,0.000,0.000,2.000,0.000,0.000
0.499,1.000,0.000,0.000,1.980,0.000,0.000
0.666,0.000,1.961,0.000,2.000,0.000,0.000
0.333,0.000,0.000,0.000,2.000,0.000,0.000
0.500,0.000,0.000,0.000,2.000,0.990,0.000
0.500,1.000,0.000,0.000,2.000,0.000,0.000
0.500,1.000,0.000,0.000,1.980,0.000,0.000
0.333,0.000,0.000,0.000,1.010,0.000,0.000
0.334,0.000,0.000,0.000,1.980,0.000,0.000
0.333,0.000,0.990,0.000,2.000,0.000,0.000
0.499,0.000,0.990,0.000,1.980,0.000,0.000
0.668,1.010,1.000,0.000,1.010,0.000,0.000
0.167,0.990,0.000,0.000,1.000,0.000,0.000
0.500,0.000,0.000,0.000,2.000,0.000,0.000
0.499,0.000,0.990,0.000,1.000,0.000,0.990
0.167,1.000,0.000,0.000,2.000,0.000,0.000
0.666,0.000,0.000,0.000,2.000,0.000,0.000
0.500,1.980,0.000,0.000,1.010,0.000,0.000
0.333,1.000,0.000,0.000,2.941,0.000,0.000
0.668,1.980,0.000,0.000,2.020,0.000,0.000
0.831,0.000,0.000,0.000,3.000,0.000,0.990
0.334,1.000,0.000,0.000,1.010,0.000,0.000
0.664,1.000,1.000,0.000,1.980,0.000,0.000
0.501,0.990,0.000,0.000,2.020,0.000,0.000
0.167,0.000,0.000,0.000,2.000,0.000,0.000
0.500,0.000,0.000,0.990,2.000,0.000,0.000
0.500,1.000,0.000,0.000,1.000,0.000,0.000
0.667,1.000,0.000,0.000,3.000,0.000,0.000
0.499,1.000,0.000,0.000,1.000,0.000,0.000
0.501,0.000,0.000,0.000,3.000,0.000,0.000
0.333,0.000,0.000,0.000,1.980,0.000,0.000
0.500,0.000,1.000,1.000,1.010,0.000,0.000
0.333,0.000,0.000,0.000,2.000,0.000,0.000
0.499,1.000,0.000,0.990,2.000,0.000,0.990
0.167,0.000,0.000,0.000,1.000,0.000,0.000
0.500,0.000,0.000,0.000,2.000,0.000,0.000
0.333,0.990,0.000,0.000,2.000,0.000,0.000
0.500,0.000,0.000,0.000,2.000,0.000,0.000
0.334,0.000,0.000,0.000,1.980,0.000,0.000
0.499,0.000,0.990,0.000,2.000,0.000,0.000
0.501,0.990,0.000,0.000,2.020,0.000,0.990
0.666,1.000,0.000,0.000,2.000,0.000,0.000
0.666,0.000,0.000,0.990,1.980,0.000,0.000
0.333,1.000,0.000,0.000,2.000,0.000,0.000
0.666,0.990,0.000,0.000,2.000,0.000,0.000
0.334,0.000,0.000,0.000,2.000,0.000,0.000
0.666,0.990,0.000,0.990,2.000,0.000,0.000
0.334,0.000,0.000,0.990,2.000,0.000,0.000
0.333,0.000,0.000,0.000,1.980,0.000,0.000
0.333,1.000,0.000,0.000,0.000,0.000,0.000
0.500,1.000,0.000,0.000,1.010,0.990,0.990
0.334,0.000,0.000,0.000,2.970,0.000,0.000
0.499,1.000,0.000,0.000,1.980,0.000,0.000
0.500,0.000,0.000,0.000,1.010,0.000,0.000
0.333,0.000,0.000,0.990,1.010,0.000,0.000
0.500,0.000,0.990,0.000,2.970,0.000,0.000
0.333,0.000,0.000,0.990,1.000,0.000,0.000
0.333,1.000,0.000,0.000,2.000,0.000,0.000
0.500,1.000,0.000,0.000,1.980,0.000,0.000
0.499,0.000,0.000,0.000,2.000,0.000,0.000
0.333,1.000,0.000,0.000,2.000,0.000,0.000
0.500,0.000,0.000,0.000,2.000,0.000,0.000
0.333,0.000,0.000,0.000,1.010,0.000,0.990
0.500,0.000,0.000,0.990,2.000,0.000,0.000
0.334,0.000,0.000,0.000,2.020,0.000,0.000
0.501,0.000,0.000,0.000,3.000,0.000,0.000
0.499,0.000,0.000,0.000,2.000,0.000,0.000
0.667,0.000,0.000,0.990,2.970,0.000,0.000
0.667,0.000,0.000,0.000,2.020,1.010,0.000
0.832,0.000,0.990,0.000,2.970,0.990,0.000
0.334,0.000,0.990,0.000,2.000,0.000,0.000
1.002,0.990,0.000,0.000,2.020,2.020,0.990
0.500,0.000,0.000,0.000,2.970,0.990,0.000
0.997,0.000,0.000,0.990,2.020,1.000,0.990
0.499,0.000,0.990,0.000,2.970,0.000,0.000
0.334,0.000,0.000,0.000,2.000,0.000,0.000
0.500,0.000,0.000,0.000,1.010,1.000,0.000
0.334,0.000,0.990,0.000,1.980,0.000,0.000
0.333,0.000,0.000,0.990,2.000,0.000,0.000
0.664,0.000,0.000,0.000,1.980,0.990,0.000
0.333,0.000,0.000,0.000,1.010,0.990,0.000
0.333,0.000,0.000,0.000,2.000,0.000,0.000
0.666,0.000,0.000,0.990,2.000,1.000,0.000
0.333,0.000,0.000,0.000,1.980,0.000,0.000
0.334,0.000,0.000,0.000,1.010,1.000,0.000
0.666,0.000,0.000,0.000,2.000,0.990,0.000
0.500,0.000,0.000,0.000,2.970,0.000,0.000
0.333,0.000,0.000,0.990,1.010,0.990,0.000
0.666,0.000,0.000,0.000,2.000,0.000,0.000
0.500,0.000,0.000,0.000,2.970,1.000,0.000
0.664,0.000,0.000,0.000,2.000,0.990,0.000
0.334,0.000,1.000,1.000,1.000,0.990,0.000
0.666,0.000,0.000,0.000,3.000,0.000,0.000
